Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
Hyundai Accent GLE,Kolkata,2005,45200,Petrol,Manual,First,13.2,1495,94,5,1025000
Maruti Ritz LXi,Mumbai,2016,11000,Petrol,Manual,First,18.5,1197,85.8,5,788000
Tata Nano Lx,Pune,2011,65000,Petrol,Manual,Second,26,624,35,4,763000
Ford Figo Diesel EXI,Ahmedabad,2012,55005,Diesel,Manual,First,20,1399,68,5,765000
Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5,1015000
Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,Diesel,Manual,Second,19,1248,93,5,907500
Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7,1169000
Maruti Wagon R VXI,Hyderabad,2013,67263,Petrol,Manual,First,18.9,998,67.1,5,551000
Toyota Etios G Safety,Kochi,2012,44223,Petrol,Manual,First,17.6,1496,88.7,5,852500
Hyundai Grand i10 Sportz,Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197,82,5,745000
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,Diesel,Manual,First,12.99,2494,100,8,2401000
Tata Indica V2 DLS TC,Kolkata,2008,133000,Diesel,Manual,First,16.8,1405,62,5,763000
BMW 3 Series 320d Sport Line,Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995,184,5,5443000
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,Diesel,Automatic,First,10.91,3198,197,7,3529000
Maruti Ciaz Zeta,Mumbai,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5,1111000
Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,Diesel,Manual,First,25.83,1498,99,5,765000
Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5,1131500
Honda City 1.5 V AT,Delhi,2011,78256,Petrol,Automatic,First,16.8,1497,118,5,1358000
Nissan Sunny XL,Chennai,2016,90000,Petrol,Manual,First,16.95,1498,97.6,5,1133000
Maruti Swift Dzire VXI,Kolkata,2016,18000,Petrol,Manual,First,19.1,1197,85.8,5,788000
Ford Figo Diesel Titanium,Kolkata,2012,60000,Diesel,Manual,First,20,1399,68,5,765000
Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,Diesel,Manual,First,20.3,1248,75,5,907500
Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,Petrol,Manual,First,18.6,1197,81.86,5,945000
Maruti Swift Dzire VDI,Kolkata,2014,32000,Diesel,Manual,First,23.4,1248,74,5,788000
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498,89.84,5,1168500
Maruti Swift Dzire VDi,Jaipur,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5,788000
Hyundai Grand i10 Sportz,Kochi,2016,19947,Petrol,Manual,First,18.9,1197,82,5,745000
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7,3529000
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199,73.9,5,1015000
Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,Diesel,Manual,First,18.49,1493,100,7,1886500
BMW X6 xDrive 40d,Hyderabad,2013,58000,Diesel,Automatic,First,11.2,2993,306,4,5507000
Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,Diesel,Manual,First,19.01,1461,108.45,5,1505000
Maruti Wagon R LXI,Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998,67.04,5,474000
Maruti Ertiga SHVS VDI,Pune,2017,121000,Diesel,Manual,First,24.52,1248,88.5,7,1127000
Maruti Alto LXi BSIII,Jaipur,2010,73513,Petrol,Manual,First,19.7,796,46.3,5,436000
Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,Petrol,Automatic,First,20.51,998,67,5,551000
Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196,73,7,498000
Renault Duster 110PS Diesel RxL,Kochi,2013,74755,Diesel,Manual,First,19.6,1461,108.45,5,1505000
Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,Petrol,Manual,First,18.2,1061,64,5,788000
Renault Duster Petrol RxL,Kochi,2015,82603,Petrol,Manual,First,13.06,1598,102.53,5,1505000
Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,Petrol,Manual,First,13.5,1799,130,5,1358000
Mahindra XUV500 W8 2WD,Delhi,2012,88000,Diesel,Manual,First,16,2179,140,7,1886500
Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Diesel,Manual,Second,21,1461,64.1,5,912000
Renault KWID Climber 1.0 MT,Delhi,2017,15000,Petrol,Manual,First,21.7,999,67,5,498000
Porsche Cayenne Diesel,Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967,240,5,13600000
Maruti Swift DDiS VDI,Pune,2008,150000,Diesel,Manual,Second,28.4,1248,74,5,788000
Datsun GO T Option,Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198,67,5,609500
Hyundai i20 1.2 Magna,Chennai,2011,37442,Petrol,Manual,First,18.5,1197,80,5,1025000
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12,1995,190,5,6787000
Maruti Ertiga ZDI,Mumbai,2012,88000,Diesel,Manual,First,20.77,1248,88.8,7,1127000
Hyundai Grand i10 Magna,Jaipur,2014,42355,Petrol,Manual,First,18.9,1197,82,5,745000
BMW 3 Series 330i,Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996,254,5,5443000
Chevrolet Cruze LTZ,Mumbai,2011,65000,Diesel,Manual,First,17.9,1998,163.7,5,1131500
Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,Diesel,Automatic,First,14,2987,165,5,4949000
Maruti Ritz LDi,Jaipur,2011,79232,Diesel,Manual,First,21.1,1248,73.9,5,788000
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,2007,220000,Petrol,Automatic,Second,11.74,1796,186,5,4949000
Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,Petrol,Manual,First,20.3,998,68.05,5,1025000
Maruti Swift VDI,Pune,2014,75216,Diesel,Manual,First,22.9,1248,74,5,788000
Hyundai i20 Sportz 1.2,Chennai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Maruti Ritz ZXi,Mumbai,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5,788000
Maruti Swift VDI,Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248,74,5,788000
Honda WRV i-VTEC VX,Kochi,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5,1057000
Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5,823000
Honda Amaze E i-Vtech,Kolkata,2013,40000,Petrol,Manual,First,18,1198,86.7,5,854000
Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,Petrol,Manual,First,17.1,1591,121.3,5,1425500
Honda City V MT,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497,116.3,5,1358000
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591,121.3,5,1606000
Mahindra XUV500 W8 2WD,Kochi,2014,70963,Diesel,Manual,First,15.1,2179,140,7,1886500
Maruti Wagon R LXI CNG,Mumbai,2013,25755,CNG,Manual,First,26.6,998,58.16,5,551000
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,Diesel,Manual,First,12.8,2494,102,7,2401000
Maruti Swift VDI,Pune,2012,75000,Diesel,Manual,First,22.9,1248,74,5,788000
Maruti Wagon R VXI AMT,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998,67,5,633000
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5,810000
Honda Amaze VX i-DTEC,Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498,98.6,5,854000
BMW 3 Series 320d Highline,Chennai,2010,83000,Diesel,Automatic,First,16.07,1995,181,5,5443000
Ford Figo Petrol Titanium,Delhi,2011,65000,Petrol,Manual,First,15.6,1196,70,5,765000
Volkswagen Ameo 1.2 MPI Trendline,Kochi,2018,46007,Petrol,Manual,First,17,1198,73.75,5,929500
Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5,1168500
Honda City 1.3 EXI,Pune,2004,73500,Petrol,Manual,Second,13,1343,90,5,1358000
Mahindra XUV500 W6 2WD,Kolkata,2014,55000,Diesel,Manual,First,16,2179,140,7,1886500
Toyota Fortuner 4x2 Manual,Delhi,2012,115000,Diesel,Manual,First,13,2982,168.5,7,3717000
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,Petrol,Manual,First,18.9,1197,81.86,5,640000
Maruti Dzire AMT ZDI Plus,Pune,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5,1126000
Maruti Swift VDI,Kochi,2016,38143,Diesel,Manual,First,22.9,1248,74,5,788000
Volkswagen Polo Petrol Highline 1.2L,Pune,2012,19030,Petrol,Manual,First,16.47,1198,73.9,5,1015000
Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5,759000
Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,22,1197,81.8,5,700000
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,2013,29000,Diesel,Automatic,First,14.21,2143,203,5,8697000
Maruti Wagon R VXI,Pune,2013,61000,Petrol,Manual,First,18.9,998,67.1,5,551000
Tata Nano Lx BSIV,Kochi,2012,4187,Petrol,Manual,First,26,624,35,4,763000
Skoda Laura 1.8 TSI Ambiente,Bangalore,2011,46000,Petrol,Manual,First,13.4,1798,157.8,5,2583000
Volkswagen Polo GT TSI,Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5,1126000
Hyundai Verna 1.6 SX,Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582,126.32,5,1425500
Tata Bolt Quadrajet XE,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248,74,5,743000
Hyundai EON D Lite Plus,Kolkata,2013,36000,Petrol,Manual,First,21.1,814,55.2,5,1025000
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,Diesel,Automatic,First,17.11,1968,174.33,5,5314000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,Diesel,Manual,First,12.99,2494,100,7,2401000
Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987,254.8,5,4949000
Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.4,1120,71,5,823000
Honda Accord 2.4 AT,Kochi,2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5,1358000
Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,Diesel,Manual,First,20.34,1498,103.2,5,1323000
Hyundai i20 Sportz Petrol,Mumbai,2010,73000,Petrol,Manual,First,17,1197,80,5,1025000
Hyundai Elantra CRDi SX,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582,126.24,5,2177000
Ford Figo Diesel Titanium,Hyderabad,2015,36000,Diesel,Manual,First,20,1399,68.05,5,765000
Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5,1425500
Hyundai Grand i10 Asta,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82,5,745000
Audi Q5 2.0 TDI,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5,5314000
Maruti Swift Dzire ZXi,Kolkata,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5,788000
Hyundai i20 Magna,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197,80,5,1025000
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198,77,5,788000
Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5,2243000
Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956,170,5,2402000
Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5,1112000
Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5,2169000
Mahindra XUV500 W8 2WD,Kolkata,2013,87284,Diesel,Manual,First,15.1,2179,140,7,1886500
BMW X1 xDrive 20d xLine,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995,190,5,4818000
Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5,1025000
Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5,9513000
Chevrolet Cruze LTZ,Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5,1131500
Hyundai i20 1.2 Magna,Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197,80,5,1025000
Honda Brio S MT,Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5,662000
Nissan Evalia 2013 XL,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461,84.8,7,1133000
Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,58000,Petrol,Manual,First,16.47,1198,73.9,5,1015000
Hyundai i10 Sportz 1.2,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197,78.9,5,1025000
Chevrolet Cruze LTZ AT,Pune,2009,73204,Diesel,Automatic,Third,18.1,1991,147.9,4,1131500
Hyundai i10 Era,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5,1025000
Maruti Ertiga VDI,Delhi,2014,79870,Diesel,Manual,First,20.77,1248,88.76,7,1127000
Honda Amaze S i-Dtech,Delhi,2013,90000,Diesel,Manual,First,25.8,1498,98.6,5,854000
Mercedes-Benz A Class A180 Sport,Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595,122,5,3463000
Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5,632000
Hyundai i10 Sportz 1.2,Pune,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5,1025000
Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248,74,5,788000
Honda City 1.3 EXI,Pune,1999,140000,Petrol,Manual,First,13,1343,90,5,1358000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,2013,255000,Diesel,Manual,Third,12.99,2494,100.6,7,2401000
Mini Cooper Countryman D High,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998,112,5,4212000
Fiat Linea T-Jet Active,Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368,112.4,5,907500
Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399,92.7,5,1131500
Hyundai i10 Era 1.1,Chennai,2008,85445,Petrol,Manual,Second,19.81,1086,68.05,5,1025000
Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,Diesel,Manual,First,24.4,1120,71,5,823000
Maruti Celerio VXI AT,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998,67.04,5,587000
Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Renault Duster 85PS Diesel RxL,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461,83.8,5,1505000
BMW 3 Series 320d,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995,190,5,4331000
Hyundai Grand i10 Sportz,Kolkata,2018,1800,Petrol,Manual,First,18.9,1197,82,5,745000
Hyundai Santro DX,Hyderabad,2007,96000,Petrol,Manual,Second,17,999,62.1,5,455000
Chevrolet Spark 1.0 LS,Pune,2009,44200,Petrol,Manual,Second,18,995,62,5,1131500
Honda City i VTEC VX Option,Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497,117.3,5,1358000
Volkswagen Vento Diesel Highline,Chennai,2013,720000,Diesel,Manual,First,20.54,1598,103.6,5,1323000
Toyota Fortuner 4x2 4 Speed AT,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982,169,7,3717000
Honda City 1.5 S MT,Delhi,2011,68000,Petrol,Manual,First,17,1497,118,5,1358000
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995,190,5,6787000
Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,5314000
Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,23.2,1248,73.94,5,788000
Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498,103.2,5,1323000
Honda City i DTEC SV,Kochi,2016,55700,Diesel,Manual,First,26,1498,98.6,5,1358000
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,5314000
Skoda Rapid 1.6 MPI Elegance,Hyderabad,2014,56000,Petrol,Manual,First,15,1598,103.52,5,1422000
Toyota Fortuner 3.0 Diesel,Delhi,2011,60000,Diesel,Manual,First,11.5,2982,171,7,3717000
Chevrolet Optra Magnum 2.0 LT BS3,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991,123.7,5,1131500
Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196,73,7,471000
Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,20.73,1373,91.1,5,1111000
Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,Diesel,Manual,First,28.09,1248,88.5,5,1111000
Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Pune,2014,102418,Diesel,Manual,First,12.99,2494,100.6,7,2401000
Maruti Swift Dzire VXI,Kolkata,2014,48800,Petrol,Manual,First,19.1,1197,85.8,5,788000
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755,171.5,7,2074000
Tata Indica V2 eLX,Pune,2017,8200,Diesel,Manual,First,25,1396,69,5,763000
Hyundai i20 Magna,Jaipur,2012,100000,Petrol,Manual,First,18.5,1197,82.85,5,1025000
Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,Diesel,Manual,First,17.8,1399,68,5,1168500
Chevrolet Enjoy 1.3 TCDi LS 8,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248,73.74,8,1131500
Ford Fiesta 1.4 Duratorq EXI,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399,68,5,1168500
Honda CR-V 2.4 MT,Chennai,2007,98000,Petrol,Manual,Second,10.8,2354,152,5,3351000
Honda Jazz 1.2 VX i VTEC,Kochi,2017,24700,Petrol,Manual,First,18.7,1199,88.7,5,960000
Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,Diesel,Automatic,First,11,2987,258,7,10200000
Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,18.9,1197,81.86,5,671000
Maruti Ritz VXi,Mumbai,2012,29000,Petrol,Manual,First,18.5,1197,85.8,5,788000
Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,22440,Diesel,Automatic,First,22,1498,108.495,5,929500
Honda City i VTEC SV,Mumbai,2015,73070,Petrol,Manual,First,17.4,1497,117.3,5,1358000
Honda Jazz 1.2 S i VTEC,Kolkata,2016,21771,Petrol,Manual,First,18.7,1199,88.7,5,960000
Maruti Swift Ldi BSIV,Delhi,2014,62000,Diesel,Manual,First,17.8,1248,75,5,788000
Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582,126.2,5,1606000
Audi A7 2011-2015 3.0 TDI Quattro,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967,241.4,5,5314000
Hyundai EON D Lite Plus,Kolkata,2014,26008,Petrol,Manual,First,21.1,814,55.2,5,1025000
Ford Figo Diesel EXI,Jaipur,2010,90000,Diesel,Manual,Second,20,1399,68,5,765000
Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,Petrol,Manual,First,17,1198,73.75,5,868000
Renault Scala Diesel RxL,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461,84.8,5,1505000
Honda Jazz 1.2 V i VTEC,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199,88.7,5,960000
Hyundai i20 1.2 Sportz,Delhi,2015,42000,Petrol,Manual,First,17,1197,80,5,1025000
Audi A4 3.0 TDI Quattro Premium,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967,241.4,5,5314000
Mahindra Ssangyong Rexton RX7,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696,184,7,1886500
Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755,174.5,7,3445000
Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896,66,5,2583000
Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148,170,5,4949000
Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,Petrol,Manual,First,20.73,1373,91.1,5,1111000
Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248,74,5,788000
Toyota Qualis FS B3,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446,75,10,2401000
BMW 5 Series 2007-2010 525d Sedan,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495,218,5,6787000
Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,2013,48272,Diesel,Manual,First,10.5,2835,116.9,6,3321000
Toyota Corolla H2,Delhi,2008,63000,Petrol,Manual,First,13.4,1794,125,5,2108500
Maruti Wagon R LXI CNG,Ahmedabad,2016,77000,CNG,Manual,First,26.6,998,58.16,5,551000
Maruti Omni E MPI STD BS IV,Mumbai,2013,11734,Petrol,Manual,First,16.8,796,34.2,8,788000
Audi A6 2011-2015 2.0 TDI,Kochi,2014,62012,Diesel,Automatic,First,17.68,1968,174.33,5,6710000
Hyundai Xcent 1.2 Kappa S Option CNG,Chennai,2017,46000,CNG,Manual,First,25,1197,81.86,5,823000
Honda Jazz 1.5 S i DTEC,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498,98.6,5,960000
Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796,157.7,5,8697000
Honda City 1.5 EXI,Jaipur,2005,88000,Petrol,Manual,Second,13,1493,100,5,1358000
Audi A4 2.0 TDI,Kochi,2013,45330,Diesel,Automatic,First,16.55,1968,147.51,5,5314000
Maruti Swift Dzire VXI,Mumbai,2012,88000,Petrol,Manual,First,19.1,1197,85.8,5,788000
Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4,1248,73.75,5,858000
Mahindra XUV500 W8 4WD,Pune,2014,81000,Diesel,Manual,First,15.1,2179,140,7,1886500
Chevrolet Beat LT,Kochi,2012,83381,Petrol,Manual,First,18.6,1199,79.4,5,1131500
Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23,1498,98.96,5,1267000
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993,258,5,6787000
Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968,174.3,5,5314000
BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995,190,5,4818000
Hyundai i10 Magna AT,Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197,80,5,1025000
Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582,126.2,5,1606000
Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968,174.33,5,5314000
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498,364.9,5,4949000
Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,23,1498,98.96,5,1189000
Volkswagen Vento Diesel Highline,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598,103.6,5,1323000
Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248,73.75,5,1048000
Mahindra Scorpio 1.99 S10,Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997,120,7,1886500
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396,88.73,5,1025000
Maruti Alto LXi,Chennai,2008,65000,Petrol,Manual,First,19.7,796,46.3,5,436000
Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197,78.9,5,1025000
Mahindra Scorpio S6 7 Seater,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179,120,7,1886500
Skoda Fabia 1.2L Diesel Classic,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199,75,5,2583000
BMW X5 xDrive 30d,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993,258,5,5507000
Honda Jazz 1.5 S i DTEC,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498,98.6,5,960000
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,45200,Diesel,Automatic,First,10,2148,170,5,8697000
Mahindra XUV500 AT W10 FWD,Mumbai,2016,41000,Diesel,Automatic,First,16,2179,140,7,1886500
Honda City i VTEC CVT SV,Kochi,2017,39430,Petrol,Automatic,First,18,1497,117.3,5,1358000
Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248,74,5,788000
Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143,170,5,4949000
Honda City 1.5 S MT,Mumbai,2011,49999,Petrol,Manual,First,17,1497,118,5,1358000
Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956,83.8,7,763000
Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5,1197,82.85,5,1025000
Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248,91.2,5,907500
Honda Civic 2006-2010 1.8 V AT,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799,130,5,1358000
Hyundai Creta 1.6 SX Plus Diesel,Pune,2017,44865,Diesel,Manual,First,19.67,1582,126.2,5,1606000
Audi A3 35 TDI Technology,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968,143,5,4289000
Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Petrol,Manual,Second,17,1591,121.3,5,1359000
